,idFinal,Segment,Proposal,idcod,atr0,atr1,atr2,atr3,atr4,atr5,atr6,atr7,atr8,lex
1182,7387_LibroBAC.pdf,"Cualquier persona, en condiciones normales de ingreso, puede crear y asegurar su futuro y alcanzar sus metas financieras y para ello es necesario la planificación y la elaboración de un presupuesto, ya que Si usted escoge llevar un presupuesto, ahorrar e invertir, usted puede pagar sus deudas, enviar a su hijo o hija a la universidad, comprar o cambiar su vivienda por una vivienda cómoda, iniciar un negocio, ahorrar para su retiro y apartar algún dinero para los tiempos difíciles.","Cualquier persona con ingresos puede crear, asegurar su futuro y alcanzar sus metas financieras. Para esto es necesario la planificación y elaboración de un presupuesto. Si lleva un presupuesto puede ahorrar e invertir, pagar deudas, enviar a sus hijos a la universidad, comprar o cambiar su vivienda. También puede iniciar un negocio, ahorrar para su retiro y apartar algún dinero para los tiempos difíciles.",Sugeily,15,16,5,,,,,,,0
1183,7388a_LibroBAC.pdf,"Usted puede alcanzar todas estas metas si lleva un presupuesto, ahorra e invierte y disminuye la cantidad de deudas en las que usted incurre.","Usted puede alcanzar estas metas si lleva un presupuesto, ahorra, invierte y disminuye la cantidad de deudas en las que cae.",Sugeily,1,5,,,,,,,,1
1184,7388b_LibroBAC.pdf,"Pero, antes que el solo presupuesto, con el cual obviamente estamos de acuerdo y reconocemos su importancia con mucha gente, la persona que quiere organizar, desarrollar y administrar sus finanzas debe planificar su vida, estableciendo sus principales metas para ella y la herramienta más importante, para las finanzas personales y del hogar, es el presupuesto personal y familiar.","Pero, antes de hacer el presupuesto, la persona que quiere organizar, desarrollar y administrar sus finanzas debe planificar su vida. Para esto debe establecer sus principales metas de vida y para el presupuesto personal y familiar.",Sugeily,15,16,18,12,,,,,,0
1185,7375_LibroBAC.pdf,"Sin embargo, escribir o leer esto, muestra o induce a pensar que las cosas son muy fáciles así enunciadas, cuando en realidad no lo son, ya que somos producto de una educación que lamentablemente, aún cuando así lo enuncie o lo predique, no educa integralmente para la vida y menos visualiza el futuro con la seguridad financiera que se requiere para vivir tranquila y dignamente en él.","Sin embargo, decir esto induce a pensar que es un proceso fácil, cuando en realidad no lo es. Somos producto de una educación que no educa integralmente para la vida. Tampoco visualiza un futuro con la seguridad financiera necesitada para vivir tranquila y dignamente.",Sugeily,15,16,5,99,,,,,,0
1186,7376_LibroBAC.pdf,"Antes que simplemente planificar y/o presupuestar para la seguridad y el éxito financiero y para que no se conviertan estas actividades en simples ejercicios mecánicos o instrumentales se requiere el cambio de mentalidad o, lo que es casi lo mismo por su estrecha, casi simbiótica relación, el cambio de actitud de las personas y así facilitarles transitar del simple comportamiento reactivo en la vida a un comportamiento proactivo, en esto creemos que es donde estriba la mayor dificultad cuando se quiere educar a las personas en el campo de las finanzas personales y familiares.","Antes de planificar para tener éxito financiero y, para no convertir esto en un ejercicio mecánico, se requiere cambiar de mentalidad. De este modo las personas van a poder transitar del comportamiento reactivo al comportamiento proactivo. Este cambio posee la mayor dificultad cuando se quiere educar a las personas en el campo de las finanzas personales y familiares.",Sugeily,15,18,5,16,1,,,,,1
1187,7377_LibroBAC.pdf,"Pero, el cambio de actitudes, dice Durán, es difícilmente un tema que pueda ser considerado abstractamente.","Pero, Durán dice sobre este cambio que ""es difícilmente un tema que pueda ser considerado de forma inexacta.",Sugeily,2,19,,,,,,,,0
1188,7390_LibroBAC.pdf,"Luego, el mismo Durán señala: En el sentido que nos parece más apropiado, el término mentalidad denominaría el conjunto de modos de reaccionar a que están acostumbradas las personas o grupos; dicho en un lenguaje más técnico, el conjunto de actitudes que poseen esas personas.","Luego, Durán señala: El término mentalidad denominaría el conjunto de modos de reaccionar a que están acostumbradas las personas. Es decir, el conjunto de actitudes que poseen esas personas.",Sugeily,15,16,21,,,,,,,0
1189,7394_LibroBAC.pdf,"Son diferentes las teorías psicológicas y psicosociales que sugieren la manera de llegar al cambio de las actitudes, las cuales afortunadamente no discrepan de manera preocupante.","Diversas teorías psicológicas y psicosociales que sugieren la manera de cambiar las actitudes. Por suerte, no son muy diferentes.",Sugeily,9,15,5,1,,,,,,1
1190,7395_LibroBAC.pdf,"Ante todo, dice el mismo Durán: porque constituyen muestra de la capacidad de enriquecimiento mutuo que poseen; cada una destaca aspectos que las otras consideran menos relevantes, lo que abre la puerta a posibles complementaciones.","Durán dice sobre esto que: poseen capacidad de enriquecimiento mutuo. Cada una destaca aspectos que las otras consideran menos importantes, las hace complementarias.",Sugeily,15,16,21,19,1,,,,,1
1191,7399_LibroBAC.pdf,"Y luego, porque hay más puntos de acuerdo que de desacuerdo entre ellas.","Además, tienen más puntos de acuerdo que de desacuerdo entre ellas.",Sugeily,18,5,,,,,,,,0
1192,7400_LibroBAC.pdf,"Entre los diferentes aspectos coincidentes y que favorece, además de las personas implicadas en el cambio, a quienes trabajan por el mismo, como es el propósito de este libro y de la institución que lo patrocina, se encuentra, entre otros, que las actitudes distan de ser realidades inmutables, que el cambio de actitudes no es necesariamente un proceso incontrolable y, finalmente, que el cambio de actitudes se favorece cuando hay un curso deliberado en la búsqueda de metas y objetivos precisos y fijado de antemano, curso deliberado que se expresa técnicamente en un esquema de planificación.","Estas teorías coinciden en que las actitudes son realidades cambiables y que este cambio es un proceso controlable. Finalmente, acuerdan que el cambio de actitudes progresa cuando hay una constante búsqueda de metas precisas y fijadas en un esquema de planificación. Esto favorece a los implicados en el cambio y los que trabajan por él, como este libro y su patrocinador.",Sugeily,16,15,17,5,18,,,,,0
1193,7404_LibroBAC.pdf,"Los sueños de los niños tienen una gran variedad que va desde Tarzán hasta el Agente 007, pasando por Superman.",Los sueños de los niños son variados y van desde Tarzán hasta el Agente 007 y Superman.,Sugeily,12,5,,,,,,,,0
1194,7410_LibroBAC.pdf,"Esto es sólo un sueño infantil, parecido al de soñar con que un día se va a aparecer un Hada Madrina y, con un golpe de su varita mágica nos va a convertir en un Príncipe encantado o en una reina de belleza.",Esto es un sueño infantil. Igual que soñar con un Hada Madrina que nos convierte en un Príncipe encantado o en una reina de belleza.,Sugeily,5,15,99,,,,,,,0
1195,7423_LibroBAC.pdf,"Pero si no estamos haciendo nada por convertir en realidad nuestro sueño, estamos sólo viviendo de ilusiones en un mundo imaginario o infantil.","Pero si no hacemos nada por convertir en realidad nuestro sueño, solo se vive de ilusiones en un mundo imaginario.",Sugeily,12,18,15,,,,,,,0
1196,7429_LibroBAC.pdf,El hombre en cambio HACE ALGO para tratar de convertir sus sueños en realidades.,El hombre en cambio hace algo para convertir sus sueños en realidades.,Sugeily,3,18,,,,,,,,0
1197,7430_LibroBAC.pdf,"Desde el momento en que usted haga un plan, por sencillo que sea, para tratar de lograr un sueño, lo convierte en una meta.","Desde el momento en que usted hace un plan para tratar de lograr un sueño, lo convierte en una meta.",Sugeily,16,18,,,,,,,,0
1198,7432_LibroBAC.pdf,Mi amigo F.S. soñaba durante años tener casa propia.,Mi amigo soñó durante años tener casa propia.,Sugeily,13,18,,,,,,,,0
1199,7438_LibroBAC.pdf,Toda su vida había estado soñando.,Toda su vida habían sido sueños.,Sugeily,18,12,,,,,,,,0
1200,7439_LibroBAC.pdf,Años y años pasaron sin que nunca su sueño se realizara.,Muchos años pasaron sin que su sueño se realizara.,Sugeily,6,5,,,,,,,,0
1201,7440_LibroBAC.pdf,"Una vez que convirtió ese sueño en una meta HACIENDO ALGO al respecto, sólo tuvo que esperar dos años para lograr su objetivo.","Cuando hizo algo al respecto y convirtió ese sueño en una meta, sólo esperó dos años para lograr su objetivo.",Sugeily,3,12,9,,,,,,,0
1202,7441_LibroBAC.pdf,¿Por qué nos da tanto trabajo convertir nuestros sueños en metas?,¿Por qué es tan complicado convertir nuestros sueños en metas?,Sugeily,5,6,,,,,,,,0
1203,7897a_LibroBAC.pdf,"De cualquier manera, el principal objetivo de la elaboración de un presupuesto es garantizar el pago de los gastos básicos.","De cualquier manera, el principal objetivo al elaborar un presupuesto es garantizar el pago de los gastos básicos.",Sugeily,18,5,,,,,,,,0
1204,7897b_LibroBAC.pdf,"Para mayor concentración de esta propuesta sobre el Presupuesto Familiar, veamos un ejemplo práctico sobre el mismo, utilizando el modelo explicado atrás y propuesto por Sylvia Porter y complementado por Brailovsky y Ortiz, que es muy representativo de los otros dos modelos mencionados o de cualquier otro que pueda conocerse.","Para enfocarnos en el Presupuesto Familiar, veamos un ejemplo práctico que usa el modelo de Sylvia Porter, Brailovsky y Ortiz. Este modelo es muy representativo de los otros dos modelos mencionados y de muchos otros.",Sugeily,15,18,12,,,,,,,0
1205,7899_LibroBAC.pdf,"Se trata, para este ejemplo, de una familia de estrato medio, donde el padre y la madre son profesionales, empleados ambos y con dos hijos que están educándose, una, en la educación primaria y el chico en la educación secundaria.","Se tratade una familia de estrato medio, ambos padres profesionales y empleados. Tienen dos hijos: una en primaria y otro en secundaria.",Sugeily,16,5,15,12,,,,,,0
1206,7900_LibroBAC.pdf,"La pareja, como es lo indicado, ha decidido no manejar su presupuesto de manera individual sino como pareja, como familia, es decir, mancomunadamente.","La pareja ha decidido manejar su presupuesto en conjunto, como familia.",Sugeily,5,1,,,,,,,,1
1207,7901_LibroBAC.pdf,"La esposa, como podrá observarse, en el ejemplo, devenga un salario ligeramente superior al del esposo, lo que de todas maneras es un poco favorable para le manejo de las finanzas familiares.",La esposa aporta un salario ligeramente superior al del esposo. Esto es favorable para el manejo de las finanzas familiares.,Sugeily,1,5,18,,,,,,,1
1208,7902_LibroBAC.pdf,"En el primer cuadro, como corresponde al modelo que se está ejemplificando y adaptado a la realidad centroamericana, aparece la consolidación de lo que es el ingreso familiar; en el segundo, aparecen consolidados los gastos fijos; en el tercero, lo disponible para gasto diario y, finalmente, en el cuarto, los gastos diarios que realmente tiene la familia.","Según este modelo adaptado a la realidad centroamericana, en el primer cuadro aparecen consolidados los ingresos familiares. En el segundo, aparecen consolidados los gastos fijos. En el tercero, lo disponible para gasto diario. En el cuarto, aparecen los gastos diarios reales que tiene la familia.",Sugeily,15,12,21,19,,,,,,0
1209,7905_LibroBAC.pdf,"En el último cuadro, donde finaliza el mismo, se visualiza el balance entre lo disponible para el gasto diario y el total real del gasto diario, los cuales resultaron casi equivalentes.","El último cuadro refleja el balance entre lo disponible para el gasto diario y el total real del gasto diario, y que resultaron casi equivalentes.",Sugeily,5,15,16,9,,,,,,0
1210,7906_LibroBAC.pdf,"La situación, entonces, de los ingresos, los gastos fijos, lo disponible para el gasto diario y los gastos diarios reales, es como sigue:","Entonces, la situación de estas cuatro categorías es la siguiente:",Sugeily,5,16,15,18,,,,,,0
1211,7967_LibroBAC.pdf,"Como se podrá analizar, el presupuesto resulta casi totalmente ajustado, de tal manera que no queda faltando ni sobrando casi nada en relación con los ingresos y con los egresos o gastos.","El presupuesto resulta casi ajustado, porque no falta nada ni sobra mucho en relación con los ingresos y con los gastos.",Sugeily,5,15,12,,,,,,,0
1212,7970_LibroBAC.pdf,"Lo que debe hacer la familia y dado que es la primera vez que hace un presupuesto de esta naturaleza, es someterlo a prueba durante un año, haciendo un estricto control de sus ingresos y de sus egresos y al cabo de tal fecha, con la información que obtenga, presupuestar el nuevo año con los ajustes más reales que crea que debe realizar y tomar otras decisiones pertinentes.","Lo que la familia debe hacer por ser su primer presupuesto, es someterlo a prueba durante un año. Deber tener un control estricto de sus ingresos y gastos. Al final de la prueba, deben presupuestar el nuevo año con los ajustes que crea necesarios y tomar otras decisiones pertinentes.",Sugeily,15,16,12,19,,,,,,0
1213,7975_LibroBAC.pdf,"Adquirir un vehículo propio con un costo no mayor a los $9,000 en los próximos dos años.",Adquirir en los próximos dos años un vehículo propio con un costo igual o menor a nueve mil dólares.,Sugeily,14,18,,,,,,,,0
1214,7976_LibroBAC.pdf,"Ahorrar al menos $10,000 en los próximos cinco años, para poder pagar la prima y comprar nuestra casa propia.","Ahorrar, al menos, diez mil dólares en cinco años para poder pagar la prima y comprar nuestra casa propia.",Sugeily,14,5,,,,,,,,0
1215,7979_LibroBAC.pdf,"El producto final del presupuesto es hacer un flujo de caja proyectado, poniendo los ingresos y gastos mensuales, y agregando los ingresos y gastos semestrales o anuales en el momento de su desembolso.",El objetivo final del presupuesto es hacer un flujo de caja proyectado. Y así anotar los ingresos y gastos mensuales y los ingresos y gastos semestrales o anuales cuando se desembolsen.,Sugeily,12,15,,,,,,,,0
1216,9015_LibroBAC.pdf,"En el caso de las cuentas de mercado monetario, la mayoría de los bancos pagarán diferentes tasas de interés por diferentes niveles de saldo (mientras más alto es el saldo, más alta es la tasa de interés).","En el caso de las cuentas de mercado monetario, los bancos pagan diferentes tasas de interés según el nivel de saldo.",Sugeily,15,18,,,,,,,,0
1217,9029_LibroBAC.pdf,"Abra una cuenta de ahorros Es importante tener una cuenta de ahorros, ya que de esta manera se tiene el dinero en un lugar seguro.","Abra una cuenta de ahorros. Es importante tener una cuenta de ahorros, para que el dinero esté en un lugar seguro.",Sugeily,18,5,,,,,,,,0
1218,9035_LibroBAC.pdf,"Haga una lista de sus metas Es importante que tenga claro para qué se quiere ahorrar, a mediano y largo plazo.","Haga una lista de sus metas. Es importante que tenga claro los motivos para ahorrar, a mediano y largo plazo.",Sugeily,18,5,,,,,,,,0
1219,9050_LibroBAC.pdf,"De vez en cuando vuelva a revisar y calcular su presupuesto, ya que habrá meses en los cuales gastará un poco más de lo normal o un poco menos.",De vez en cuando vuelva a revisar y calcular su presupuesto. Habrá meses en los cuales gastará un poco más de lo normal o un poco menos.,Sugeily,18,15,,,,,,,,0
1220,11690_LibroBAC.pdf,"Se otorga sobre vehículos del año, 0 kilómetros, nuevos, de agencias reconocidas.","Se otorga sobre carros del año, cero kilómetros, nuevos de agencias reconocidas.",Sugeily,18,1,,,,,,,,1
1221,11694_LibroBAC.pdf,"En crédito personal, existen básicamente 4 tipos de financiamiento:","En crédito personal, existen cuatro tipos de financiamiento:",Sugeily,5,14,,,,,,,,0
1222,11695_LibroBAC.pdf,"Es el financiamiento que se otorga para compra de lote o terreno, con garantía hipotecaria, con la intención de que este sea el paso inicial para que a mediano plazo se dé el paso siguiente que es la construcción de la casa de habitación.",Es el financiamiento que se otorga para compra de un terreno. Viene con garantía hipotecaria y con la intención de que a mediano plazo se construya la casa de habitación.,Sugeily,15,17,5,,,,,,,0
1223,11697_LibroBAC.pdf,"Es una línea de crédito revolutiva a 15 años plazo, con garantía hipotecaria, en donde el cliente deja su casa en garantía y obtiene el financiamiento para cubrir diversos gastos o inversiones personales tales como gastos médicos, estudios, viajes, readecuación de deudas, etc.","Es una línea de crédito revolutiva a quince años plazo, con garantía hipotecaria, en donde el cliente deja su casa en garantía. Así obtiene el financiamiento para cubrir gastos médicos, estudios, viajes, readecuación de deudas, etcétera.",Sugeily,15,14,13,,,,,,,0
1224,11702_LibroBAC.pdf,Préstamo con garantía de un certificado de inversión es la facilidad con la que cuentan los inversionistas en momentos en que requieren liquidez para obtener financiamiento dejando en garantía los certificados de inversión o títulos valores que poseen.,"Cuando los inversionistas necesitan liquidez para obtener financiamiento, tienen el préstamo con garantía de un certificado de inversión. De este modo, dejan en garantía los certificados de inversión o títulos valores que poseen.",Sugeily,19,18,15,12,,,,,,0
1225,11709_LibroBAC.pdf,"Hay que tener presente que, igualmente, los gastos legales en el vehículo usado son mayores, ya que debe cancelarse aparte de los gastos de constitución de prenda, el impuesto de traspaso de vehículos; costos que normalmente en el vehículo nuevo no se pagan, ya que se incluyen en el valor total del vehículo.","Los gastos legales del vehículo usado son mayores, porque también se el impuesto de traspaso de vehículo. Estos costos en el vehículo nuevo no se pagan, porque lo incluye el valor total del vehículo.",Sugeily,15,21,16,18,,,,,,0
1226,11711_LibroBAC.pdf,"Asimismo, los seguros de automóviles usados son mucho más costosos que los de vehículos nuevos, en caso de estos últimos, inclusive, el ente asegurador otorga descuentos de hasta el 30% sobre el costo de la prima durante los primeros 6 meses de aseguramiento.","Asimismo, los seguros de automóviles usados son mucho más costosos que los de vehículos nuevos. Para estos últimos, el asegurador descuenta hasta el treinta por ciento sobre el costo de la prima. Esto pasa durante los primeros seis meses en se asegura.",Sugeily,15,16,14,12,18,,,,,0
1227,11712_LibroBAC.pdf,"En crédito personal, al ser cada uno de los financiamientos tan específicos, las diferencias son marcadas en cuanto a plazos, tasas, comisiones, etc.","En crédito personal, cada financiamiento es específico. Las diferencias son marcadas en cuanto a plazos, tasas, comisiones, etcétera.",Sugeily,13,18,16,,,,,,,0
1228,11722_LibroBAC.pdf,"Las ventajas irán asociadas a la capacidad del cliente de poder comprar, o un vehículo nuevo o uno usado.",Las ventajas están asociadas a la capacidad del cliente de poder comprar un vehículo nuevo o uno usado.,Sugeily,18,8,,,,,,,,0
1229,11726_LibroBAC.pdf,"Así, por ejemplo, si mi necesidad es cubrir gastos personales pero no cuento con garantías reales, no voy a calificar a un préstamo de segunda hipoteca, por lo que voy a tener que optar, si mi perfil lo permite, por un crédito fiduciario-personal.","Por ejemplo, si necesito cubrir gastos personales, pero no tengo garantías reales, no califico para un préstamo de segunda hipoteca. Si el perfil me lo permite, voy a tener que optar, por un crédito fiduciario-personal.",Sugeily,15,5,18,,,,,,,0
1230,11728_LibroBAC.pdf,"En primer lugar, la persona debe tener muy clara cuál es su capacidad de pago y cuánto puede llegar a pagar por el crédito, sin afectar sustancialmente su flujo de dinero.","Primero, la persona debe tener clara su capacidad de pago y el crédito que puede pagar sin afectar su flujo de dinero.",Sugeily,18,15,5,,,,,,,0
1231,11731_LibroBAC.pdf,"Últimamente, algunas promociones nos llevan a ilusionarnos muy fácilmente con montos de cuotas ridículas que al cabo de un tiempo más bien se vuelven inmanejables.","Últimamente, algunas promociones ilusionan con montos de cuotas que después de un tiempo se vuelven inmanejables.",Sugeily,15,5,,,,,,,,0
1232,11732_LibroBAC.pdf,"Asimismo, debe conocer las obligaciones adicionales al crédito que obligan a mantener en perfecto estado de mantenimiento y conservación la garantía, nos referimos a los seguros y a las responsabilidades propias en que nos hacen incurrir los bienes, tales como derechos de circulación (vehículos) o impuestos territoriales y municipales (vivienda o lote).","Asimismo, debe conocer las obligaciones adicionales al crédito para mantener y conservar la garantía. Nos referimos a los seguros y a las responsabilidades propias en que nos hacen incurrir los bienes. Por ejemplo, derechos de circulación o impuestos territoriales y municipales.",Sugeily,15,18,16,99,,,,,,0
1233,11733_LibroBAC.pdf,"Finalmente, una vez que se tiene el crédito hay que estar atento a las variaciones que se den tanto en las condiciones financieras propias del crédito (revisar oportunamente los estados de cuenta), así como en el entorno, de forma tal que nos permita reaccionar oportunamente en caso de que nuestra situación financiera se vea desmejorada.","Finalmente, al obtener el crédito se deben revisar las variaciones en las condiciones financieras propias del crédito y en el entorno. De esta forma podemos reaccionar oportunamente en caso de que nuestra situación financiera se vea desmejorada.",Sugeily,15,5,,,,,,,,0
1234,11735_LibroBAC.pdf,"Si bien están dirigidos a sectores diferentes, en algún momento a alguien se le puede ocurrir solicitar un préstamo de segunda hipoteca, o crédito personal/fiduciario o un préstamo con certificado de inversión en garantía, para comprar un vehículo.","Aunque están dirigidos a sectores diferentes, para comprar un vehículo una persona puede solicitar un préstamo de segunda hipoteca o crédito personal. También un préstamo con certificado de inversión en garantía.",Sugeily,15,18,5,8,,,,,,0
1235,11736_LibroBAC.pdf,"En caso de que se opte por un préstamo de segunda hipoteca para compra de vehículo, lo que se está haciendo es dejando posiblemente en garantía un terreno o casa con un valor mucho mayor que el vehículo que se está adquiriendo y trasladando a una deuda a largo plazo, lo cual en relación con un crédito prendario, mejora sustancialmente el monto de la cuota, aparte de que no se ve obligado a asegurar el vehículo con un seguro full coberturas, como sí ocurre en el prendario.","Al pedir un préstamo de segunda hipoteca para comprar vehículo, la garantía sería un terreno o casa con más valor que el vehículo. Así se traslada a una deuda a largo plazo. Esto, en relación con un crédito prendario, mejora el monto de la cuota. Asimismo, no está obligado a asegurar el vehículo con un seguro de total cobertura, como sí ocurre en el prendario.",Sugeily,15,12,5,,,,,,,0
1236,11737_LibroBAC.pdf,"En caso de que opte por un crédito personal/fiduciario, en primer lugar, deberá contar con un impecable perfil, una excelente capacidad de pago y solvencia moral y financiera de muy alto nivel.","Si opta por un crédito personal, debe contar con un impecable perfil. Además de una excelente capacidad de pago y solvencia moral y financiera de alto nivel.",Sugeily,15,5,16,,,,,,,0
1237,11740_LibroBAC.pdf,"Finalmente, si se opta en dejar un certificado de inversión en garantía para la compra de un vehículo, el cliente posiblemente goza de gran capacidad de inversión.","Finalmente, al optar por un certificado de inversión en garantía, el cliente posiblemente goza de gran capacidad de inversión.",Sugeily,15,5,,,,,,,,0
1238,11741_LibroBAC.pdf,"Bajo esta modalidad, el cliente podría acceder a mejores tasas de interés y de comisión que en un crédito prendario, e igualmente, no se ve obligado a asegurar el vehículo full coberturas.","Bajo esta modalidad, el cliente podría acceder a mejores tasas de interés y de comisión que en un crédito prendario. Igualmente, no está obligado a asegurar el vehículo con total cobertura.",Sugeily,18,15,5,,,,,,,0
1239,11743_LibroBAC.pdf,"El riesgo siempre será el mismo en cualquier tipo de crédito y nos referimos a la posibilidad de que ante cambios en la situación financiera actual de la persona, se vea imposibilitada a cumplir con la obligación de pago y esto conlleve a la pérdida del bien y el consecuente daño en la calificación del Centro de información de la SUGEF, de Costa Rica, como ya se mencionó, lo cual afectaría en un plazo no menor a 5 años cualquier otra gestión crediticia que realice.",El riesgo siempre será el mismo en cualquier tipo de crédito. La posibilidad de que la situación financiera de la persona cambie y no pueda cumplir con la obligación de pago. Esto implica perder el bien y dañar la calificación del Centro de información de la Superintendencia General de Entidades Financieras de Costa Rica. Esto le afectaría en un plazo de 5 años en cualquier otra gestión crediticia que realice.,Sugeily,18,16,5,15,13,,,,,0
1240,11745_LibroBAC.pdf,"Como mencionamos antes, las condiciones ofrecidas deben quedar claramente establecidas en el documento legal que respalda la operación y cualquier consulta o duda debe ser aclarada con el Abogado o con el Ejecutivo antes de firmar.",Las condiciones ofrecidas deben quedar claramente establecidas en el documento legal que respalda la operación. Cualquier consulta debe ser aclarada con el Abogado o con el Ejecutivo antes de firmar.,Sugeily,5,15,,,,,,,,0
1241,11751_LibroBAC.pdf,"En el caso de vehículos usados sí hay gastos de peritaje, gastos de traspaso del vehículo (si el mismo no está a nombre del deudor) y gastos de prenda, que se determinan de acuerdo con el valor fiscal del vehículo, que es fijado por el Ministerio de Hacienda y con la tabla de cobro de honorarios del Colegio de Abogados.","Para los vehículos usados hay gastos de peritaje, de traspaso (si no está a nombre del deudor) y de prenda. Estos se determinan según el valor fiscal del vehículo. Este es fijado por el Ministerio de Hacienda y con la tabla de cobro de honorarios del Colegio de Abogados.",Sugeily,15,17,,,,,,,,0
1242,11752_LibroBAC.pdf,"En caso de financiamiento de la segunda hipoteca y compra de lote, hay gastos de peritaje, gastos de traspaso y de constitución de hipoteca, que se fijan de acuerdo con el valor fiscal declarado de la propiedad y con la tabla de cobro de honorarios establecida por el Colegio de Abogados.","Con el financiamiento de la segunda hipoteca y compra de lote, hay gastos de peritaje, de traspaso y de constitución de hipoteca. Estos se fijan según el valor fiscal declarado de la propiedad y con la tabla de cobro de honorarios del Colegio de Abogados.",Sugeily,15,5,,,,,,,,0
1243,11758_LibroBAC.pdf,"Desde la perspectiva del Banco, consiste en hacer un negocio con un sujeto de crédito, el cual pasa por una serie de filtros para identificar el tipo de cliente; se dice que un préstamo concedido adecuadamente puede considerarse cobrado en un 50%.","Según el Banco, es negociar con un sujeto de crédito que pasa por filtros para identificar el tipo de cliente. Se dice que un préstamo concedido adecuadamente puede considerarse cobrado en un cincuenta por ciento.",Sugeily,15,14,21,,,,,,,0
1244,11760_LibroBAC.pdf,"Los Bancos venden varios productos, entre ellos el crédito, por lo que debe tomarse en cuenta que el análisis del crédito no es solo el producto de su situación financiera, ya sea que los ingresos del solicitante del crédito provengan de una actividad propia o bien como asalariado (Capacidad y Carácter); también existen otros elementos como: Capital, Colateral y Condición, sin embargo, capacidad y carácter por mucho, son los elementos primordiales para ganar el crédito.","Los Bancos venden varios productos, entre ellos el crédito. Por lo que debe tomarse en cuenta que el análisis del crédito no es solo el producto de su situación financiera. Ya sea que los ingresos del solicitante provengan de una actividad propia o bien como asalariado (Capacidad y Carácter). También existen otros elementos como: Capital, Colateral y Condición. Sin embargo, capacidad y carácter por mucho, son los elementos primordiales para ganar el crédito.",Sugeily,15,16,21,,,,,,,0
1245,11782_LibroBAC.pdf,"Los parámetros indican que el cliente no debe exceder el 40% de sus ingresos netos mensuales en este tipo de gastos (financieros), dado que en teoría la otra mitad de su ingreso, será destinada para gastos propios del hogar (domésticos, servicios públicos, médicos, educación, alquiler de vivienda, otros).",Los parámetros indican que el cliente no debe exceder el cuarenta por ciento de sus ingresos netos mensuales en estos gastos. Debido a que la otra mitad de su ingreso será destinada para gastos del hogar.,Sugeily,15,14,16,,,,,,,0
1246,11784_LibroBAC.pdf,"El crédito, es el dinero que se pide prestado (préstamo) a los bancos u otras instituciones, e incluso a personas naturales, por el que se paga un interés y que se debe devolver en cuotas, en un plazo determinado.","El crédito es el dinero que se pide prestado a los bancos, otras instituciones o a personas naturales. Por ellos se paga un interés y se debe devolver en cuotas, en un plazo determinado.",Sugeily,15,16,5,18,,,,,,0
1247,11787_LibroBAC.pdf,"Entre los beneficios se pueden mencionar: Acceso a efectivo en una emergencia, capacitación profesional, compras grandes pero necesarias, facilidad de utilizarlo ahora, seguridad y conveniencia.","Entre sus beneficios está: el acceso a efectivo en una emergencia, capacitación profesional, compras grandes pero necesarias, facilidad de utilizarlo ahora, seguridad y conveniencia.",Sugeily,15,5,,,,,,,,0
1248,11791_LibroBAC.pdf,"De acuerdo con el uso de la deuda se pueden clasificar también tres tipos: deudas de inversión, deudas de conveniencia y deudas de consumidor.","Según el uso de la deuda hay tres tipos: deudas de inversión, deudas de conveniencia y deudas de consumidor.",Sugeily,15,5,,,,,,,,0
1249,11793_LibroBAC.pdf,"También se pueden identificar cinco fuentes o instrumentos de financiamiento, ellos son: El crédito bancario, el pagaré, la línea de crédito, el crédito hipotecario y el crédito prendario.","Hay cinco fuentes de financiamiento: El crédito bancario, crédito hipotecario, crédito prendario, el pagaré y la línea de crédito.",Sugeily,15,5,,,,,,,,0
1250,11795_LibroBAC.pdf,"Cuando las personas hacen un buen uso del crédito, construyen un buen historial del mismo, lo cual es muy importante para la vida financiera personal, familiar, empresarial y también nacional.","Cuando las personas hacen un buen uso del crédito, construyen un buen historial. Esto es importante para la vida financiera personal, familiar, empresarial y también nacional.",Sugeily,18,15,5,,,,,,,0
1251,11796_LibroBAC.pdf,"Las deudas, si bien ayudan a solucionar problemas financieros, implican igualmente algunos problemas, si no se es riguroso con la atención a ellas y con los compromisos que de las mismas se derivan.","Las deudas solucionan problemas financieros, pero implican algunos problemas si no se es responsable con los compromisos que estas traen.",Sugeily,15,16,5,18,1,,,,,1
1252,11797_LibroBAC.pdf,"Aunque hay maneras de corregir un historial de crédito, lo mejor es mantener sano el mismo y no dar lugar, en lo posible, a deteriorarlo.","Aunque hay maneras de corregir un historial de crédito, es mejor mantenerlo sano y no dar lugar a su deterioro.",Sugeily,16,18,5,15,,,,,,0
1253,11798_LibroBAC.pdf,"Un asunto final, muy importante, es cómo gestionar u obtener un crédito.",Un asunto final es la forma de obtener un crédito.,Sugeily,5,18,,,,,,,,0
1254,11799_LibroBAC.pdf,"Lo primero en este caso, además de su historial y otros factores es la determinación de su capacidad de pago, la cual ofrece indicadores sobre la cantidad máxima con la que usted podría endeudarse.",Lo primero es determinar su capacidad de pago. Esta ofrece indicadores sobre la cantidad máxima con la que usted podría endeudarse.,Sugeily,15,16,18,,,,,,,0
