idFinal,Segment,Proposal,idcod,atr0,atr1,atr2,atr3,atr4,atr5,atr6,atr7
515_LibroEBSA. Sin copyright.pdf,"Sin embargo, el retiro de dinero reduce el rendimiento de las cuentas, dejándolo con un ahorro más pequeño.","Sin embargo, retirar dinero reduce el rendimiento de las cuentas, y lo deja con un ahorro más pequeño.",3 Filtrado_Sugeily_DC.xlsx,18,12,,,,,,
520_LibroEBSA. Sin copyright.pdf,Alrededor de un cuarto de los trabajadores que dejan sus empleos transfieren al menos una parte del dinero que recibieron del plan de jubilación de su empleador anterior a una IRA u otro plan patrocinado por el empleador.,Algunos trabajadores que dejan sus empleos transfieren dinero su plan anterior a una cuenta individual de jubilación u otro plan patrocinado por el empleador.,3 Filtrado_Sugeily_DC.xlsx,13,15,,,,,,
522_LibroEBSA. Sin copyright.pdf,"Además, probablemente pagará impuestos a las ganancias federales sobre el monto que retira (de 10 por ciento hasta 37 por ciento) y tal vez se añada una multa de 10 por ciento si usted es menor de 59.","Además, probablemente pagará impuestos a las ganancias federales sobre el monto que retira de entre diez y treinta y siete por ciento. Asimismo, tal vez se añada una multa de diez por ciento si usted es menor de cincuenta y nueve.",3 Filtrado_Sugeily_DC.xlsx,16,14,15,,,,,
524_LibroEBSA. Sin copyright.pdf,"Si usted se encuentra en un plan IRA-SIMPLE, la multa por el retiro anticipado de fondos asciende hasta 25 por ciento si retira su dinero durante los dos primeros años de encontrarse en el plan.",Si usted está en un plan de cuenta individual de jubilación existe un la multa por retirar fondos antes. Esta puede ser de hasta veinticinco por ciento si lo hace durante los dos primeros años del plan.,3 Filtrado_Sugeily_DC.xlsx,13,15,14,,,,,
526_LibroEBSA. Sin copyright.pdf,"La clave es tener un plan claro, concentrarse en las metas para la jubilación y administrar el dinero para que las contingencias de la vida no le impidan seguir con la meta.",La clave es tener un plan claro y concentrarse en las metas de jubilación. Administrar el dinero para que los imprevisos no impidan seguir con la meta.,3 Filtrado_Sugeily_DC.xlsx,15,1,,,,,,
531_LibroEBSA. Sin copyright.pdf,"Según sus circunstancias, puede costarle alrededor de $172,000 hasta aproximadamente $372,000 criar a un niño hasta la edad de 17 años.","Según sus circunstancias, criar a un niño hasta los diecisiete años puede costarle entre ciento setenta y dos mil dólares y trascientos setenta y dos mil dólares.",3 Filtrado_Sugeily_DC.xlsx,14,15,19,,,,,
539_LibroEBSA. Sin copyright.pdf,"Considere mantener su dinero en el plan de jubilación de su anterior empleador o transfiéralo a un nuevo plan de jubilación con su nuevo empleador o a una cuenta de jubilación individual (IRA, por sus siglas en inglés).",Considere mantener su dinero en el plan de jubilación de su anterior empleador. También puede transferirlo a un nuevo plan de jubilación con su nuevo empleador o a una cuenta de jubilación individual.,3 Filtrado_Sugeily_DC.xlsx,15,16,,,,,,
551_LibroEBSA. Sin copyright.pdf,"Asegúrese de que haya nombrado correctamente a los beneficiarios de cualquier póliza de seguro, planes de jubilación, IRA y otros medios para la jubilación.","Asegúrese de nombrar correctamente a los beneficiarios de cualquier póliza de seguro, planes, cuenta individual u otros medios para la jubilación.",3 Filtrado_Sugeily_DC.xlsx,15,13,,,,,,
554_LibroEBSA. Sin copyright.pdf,"En promedio, las mujeres viven de 4 años más que los hombres y, por lo tanto, necesitan ahorrar más para su jubilación.","En promedio, las mujeres viven cuatro años más que los hombres, por lo que necesitan ahorrar más para su jubilación.",3 Filtrado_Sugeily_DC.xlsx,15,14,,,,,,
559_LibroEBSA. Sin copyright.pdf,"Las mujeres de 65 años o más tienen unos 40 por ciento de probabilidades que los hombres de 65 años, o más, de vivir con un ingreso que está por debajo de nivel de pobreza.",Las mujeres de sesenta y cinco años o más tienen cuarenta por ciento de probabilidades de tener un ingreso por debajo de nivel de pobreza.,3 Filtrado_Sugeily_DC.xlsx,14,15,19,,,,,
560_LibroEBSA. Sin copyright.pdf,"Para mayor información, visite al sitio Web de la Administración de Seguridad de Beneficios del Empleado (EBSA, por sus siglas en inglés) para ver los siguientes folletos: Las mujeres y el ahorro para la jubilación, Cómo resolver el misterio de la planificación de su jubilación, y Las 10 mejores maneras de prepararse para la jubilación.","Para mayor información, visite al sitio Web de la Administración de Seguridad de Beneficios del Empleado. Busque los siguientes folletos: ""Las mujeres y el ahorro para la jubilación""; ""Cómo resolver el misterio de la planificación de su jubilación""; ""Las diez mejores maneras de prepararse para la jubilación"".",3 Filtrado_Sugeily_DC.xlsx,16,15,14,,,,,
561_LibroEBSA. Sin copyright.pdf,"Para solicitar los folletos, comuníquese con EBSA electrónicamente o llame a nuestro número gratuito 1-866-444-3272.","Para solicitar los folletos, comuníquese con la Administración de Seguridad de Beneficios del Empleado. Puede ser electrónicamente o llame a nuestro número gratuito uno, ocho, seis, seis, cuatro,, cuatro, cuatro, tres, dos, siete, dos.",3 Filtrado_Sugeily_DC.xlsx,13,14,,,,,,
562_LibroEBSA. Sin copyright.pdf,Visite también el sitio Web de la Administración del Seguro Social para pedir su folleto Lo que toda mujer debe saber.,"Visite el sitio Web de la Administración del Seguro Social para pedir su folleto ""Lo que toda mujer debe saber"".",3 Filtrado_Sugeily_DC.xlsx,18,15,,,,,,
563_LibroEBSA. Sin copyright.pdf,En el camino de la vida se nos pueden presentar obstáculos desvíos y baches financieros inesperados.,"En la vida se pueden presentar obstáculos, desvíos y baches financieros inesperados.",3 Filtrado_Sugeily_DC.xlsx,6,5,,,,,,
569_LibroEBSA. Sin copyright.pdf,"Un seguro protege sus activos financieros, tales como los fondos de jubilación, al ayudar a hacerse cargo de cualquier emergencia financiera.","Un seguro protege sus activos financieros, como los fondos de jubilación, al colaborar con cualquier emergencia financiera.",3 Filtrado_Sugeily_DC.xlsx,8,15,,,,,,
573_LibroEBSA. Sin copyright.pdf,¿Sabía usted que tiene más probabilidades antes de los 67 años de edad de perder trabajo debido a una incapacidad que fallecer?,¿Sabía que antes de los sesenta y siete años es más probable perder el trabajo por una incapacidad que por fallecer?,3 Filtrado_Sugeily_DC.xlsx,14,15,,,,,,
574_LibroEBSA. Sin copyright.pdf,El seguro de incapacidad del Seguro Social puede pagarle beneficios a usted y a su familia si está gravemente incapacitado y se supone que continuará así durante al menos 12 meses. (La indemnización por accidentes de trabajo sólo contribuye si la incapacidad surge como consecuencia de un accidente en el lugar de trabajo.),"El seguro de incapacidad del Seguro Social puede pagarle beneficios a usted y a su familia si está gravemente incapacitado. Además, será así durante al menos doce meses. Considere que la indemnización por accidentes de trabajo solo contribuye si el accidente es en el lugar de trabajo.",3 Filtrado_Sugeily_DC.xlsx,15,14,18,16,,,,
576_LibroEBSA. Sin copyright.pdf,"Los propietarios de viviendas, a diferencia de la mayoría de los arrendatarios, suelen estar asegurados contra riesgos como incendio, robo y responsabilidad civil.","Los propietarios de viviendas suelen estar asegurados contra riesgos como incendio, robo y responsabilidad civil.",3 Filtrado_Sugeily_DC.xlsx,15,16,5,,,,,
579_LibroEBSA. Sin copyright.pdf,Por lo general es ilegal conducir sin cobertura automotriz y ni hace falta mencionar el costo que significa si tiene un accidente.,"Por lo general es ilegal conducir sin cobertura automotriz. Además, es costoso tener un accidente.",3 Filtrado_Sugeily_DC.xlsx,15,5,,,,,,
580_LibroEBSA. Sin copyright.pdf,El seguro de vida puede ayudar a usted o a su cónyuge a continuar ahorrando si uno de los dos muere antes de la jubilación.,El seguro de vida le ayuda a usted o a su pareja a continuar el ahorro si uno muere antes de la jubilación.,3 Filtrado_Sugeily_DC.xlsx,12,15,,,,,,
607_LibroEBSA. Sin copyright.pdf,"Aunque no pueda hacer tanto como quisiera de inmediato, puede hacer algo.","Aunque no pueda hacer todo de inmediato, puede hacer algo.",3 Filtrado_Sugeily_DC.xlsx,8,,,,,,,
610_LibroEBSA. Sin copyright.pdf,"Considere los recursos profesionales también, tales como el departamento de beneficios, los planificadores financieros y otros expertos financieros que pueden ayudarlo no sólo con sus preguntas acerca de las finanzas sino, primordialmente, que pueden ayudar a motivarlo para actuar.","Considere los recursos profesionales también. Por ejemplo, el departamento de beneficios, los planificadores financieros y otros expertos financieros. Estos pueden ayudarlo con sus preguntas sobre finanzas y a motivarlo para actuar.",3 Filtrado_Sugeily_DC.xlsx,15,8,5,18,,,,
612_LibroEBSA. Sin copyright.pdf,No importa si aún es joven o si su jubilación está a la vuelta de la esquina.,No importa si es joven o si su jubilación está cerca.,3 Filtrado_Sugeily_DC.xlsx,5,6,,,,,,
613_LibroEBSA. Sin copyright.pdf,"No importa si tiene su primer empleo, está intentando ahorrar para una casa o enviar a su hijo a la universidad.","No importa si tiene su primer empleo, está ahorra para una casa o para la universidad de su hijo.",3 Filtrado_Sugeily_DC.xlsx,12,15,,,,,,
625_LibroEBSA. Sin copyright.pdf,"De esa manera, más adelante (en seis meses o un año) puede actualizar las hojas de trabajo y realizar un seguimiento de su progreso.","De esa manera, más adelante puede actualizar las Hojas de trabajo y realizar un seguimiento de su progreso.",3 Filtrado_Sugeily_DC.xlsx,16,15,,,,,,
626_LibroEBSA. Sin copyright.pdf,Esto lo ayudará a empezar a ahorrar para una jubilación segura y para otras metas que pueda tener.,Esto lo ayudará a ahorrar para una jubilación segura y para alcanzar otras metas.,3 Filtrado_Sugeily_DC.xlsx,18,5,,,,,,
630_LibroEBSA. Sin copyright.pdf,"Piense acerca de lo que necesita para lograr cada meta, incluido el costo, cuánto ha ahorrado al momento y qué está dispuesto a hacer para alcanzar la meta.","Piense sobre lo que necesita para lograr cada meta. Incluya el costo, lo que tiene ahorrado al momento y lo que hará para alcanzar la meta.",3 Filtrado_Sugeily_DC.xlsx,18,15,99,,,,,
644_LibroEBSA. Sin copyright.pdf,"Si bien la hoja de trabajo no tiene en cuenta sus circunstancias particulares, le dará una idea de cuánto ahorrar cada año y un panorama más claro de sus metas de jubilación.",La Hoja de trabajo no tiene en cuenta sus circunstancias particulares. Pero da una idea de lo que debe ahorrar cada año y un panorama claro de sus metas de jubilación.,3 Filtrado_Sugeily_DC.xlsx,15,18,,,,,,
646_LibroEBSA. Sin copyright.pdf,"Mientras completa la hoja de trabajo, piense en sus planes incluidos cuándo podría jubilarse, qué ahorros tiene y cuántos años espera disfrutar de su jubilación.","Mientras completa la Hoja de trabajo, piense en sus planes. Incluya una posible fecha de jubilación, los ahorros que tiene y el tiempo que espera disfrutar de su jubilación.",3 Filtrado_Sugeily_DC.xlsx,15,18,,,,,,
3_LibroSIB.Sin copyright.pdf,"En un mundo tan complejo y globalizado como en el que vivimos, el buen manejo de las finanzas personales plantea el reto de conocer cómo funciona el sistema financiero, de investigar sobre los diversos productos y servicios que este ofrece y de aprender a usar diversas herramientas.","En un mundo complejo y globalizado como este, manejar bien las finanzas personales plantea el reto de conocer el sistema financiero. Asimismo, de investigar sobre los productos y servicios que este ofrece y de aprender a usar diversas herramientas.",3 Filtrado_Sugeily_DC.xlsx,15,18,5,,,,,
8_LibroSIB.Sin copyright.pdf,"El ABC De Educación Financiera define y explica 240 conceptos básicos del mundo de las finanzas personales; que han combinado temas generales referidos a los productos y servicios financieros de uso común, con textos, ilustraciones y recomendaciones básicas.","El ABC de Educación Financiera define y explica doscientos cuarenta conceptos básicos del mundo de las finanzas personales. Estos han combinado temas generales sobre los productos y servicios financieros de uso común, con textos, ilustraciones y recomendaciones básicas.",3 Filtrado_Sugeily_DC.xlsx,15,14,21,99,,,,
12_LibroSIB.Sin copyright.pdf,"La Superintendencia de Bancos –SIB– es un órgano de la Banca Central, eminentemente técnico, que actúa bajo la dirección general de la Junta Monetaria.",La Superintendencia de Bancos es un órgano de la Banca Central. Es eminentemente técnico y actúa bajo la dirección general de la Junta Monetaria.,3 Filtrado_Sugeily_DC.xlsx,15,21,,,,,,
14_LibroSIB.Sin copyright.pdf,Ejerce la función de supervisión que le encomienda la ley; a fin que las entidades mantengan la liquidez y solvencia adecuadas que les permitan atender oportuna y totalmente sus obligaciones.,Ejerce la función de supervisión que le encomienda la ley. Su fin es que las entidades mantengan la liquidez y solvencia adecuadas para atender oportunamente sus obligaciones.,3 Filtrado_Sugeily_DC.xlsx,15,21,,,,,,
16_LibroSIB.Sin copyright.pdf,"Vela para que las entidades publiquen información suficiente, veraz y oportuna sobre la situación financiera de las entidades sujetas a su vigilancia e inspección en forma individual o consolidada; que cumplan las leyes, reglamentos, disposiciones y resoluciones aplicables; y efectua la prevención, control y vigilancia del delito de lavado de dinero u otros activos, así como para reprimir el financiamiento al terrorismo, a través de la Intendencia de Verificación Especial.","Vela para que las entidades sujetas a ella publiquen información suficiente, veraz y oportuna sobre su situación financiera. Busca que cumplan las leyes, reglamentos, disposiciones y resoluciones aplicables. Efectua la prevención, control y vigilancia del delito de lavado de dinero u otros activos. Además, pretende reprimir el financiamiento al terrorismo mediante la Intendencia de Verificación Especial.",3 Filtrado_Sugeily_DC.xlsx,21,15,,,,,,
17_LibroSIB.Sin copyright.pdf,"Es importante comentar que la Superintendencia de Bancos, durante más de 70 años de trayectoria, se ha caracterizado por llevar a cabo actividades de forma ordenada, con base en altos valores éticos y morales, y con un enfoque profesional de calidad y servicio; con lo cual busca el cumplimiento de su misión: “Promover la estabilidad y confianza en el sistema financiero supervisado”.","La Superintendencia de Bancos ha trabajado de forma ordenada por más de setenta años, basada en altos valores éticos y morales. Su enfoque profesional de calidad y servicio buscar cumplir su misión: “Promover la estabilidad y confianza en el sistema financiero supervisado”.",3 Filtrado_Sugeily_DC.xlsx,15,14,21,9,5,,,
19_LibroSIB.Sin copyright.pdf,"“Ser una entidad de reconocida credibilidad y prestigio, que realiza su trabajo y supervisión efectiva en forma eficaz, medible y conforme a estándares internacionales, aprovechando las tecnologías de información y comunicaciones, haciendo uso eficiente de los recursos disponibles, con personal calificado y comprometido con la Institución y sus valores”.","“Ser una entidad de reconocida credibilidad y prestigio, que trabaja y supervisa eficazmente, conforme a estándares internacionales. Además, que aprovecha las tecnologías de información y comunicaciones y usa eficientemente los recursos disponibles. Asimismo, con personal calificado y comprometido con la Institución y sus valores”.",3 Filtrado_Sugeily_DC.xlsx,15,12,,,,,,
20_LibroSIB.Sin copyright.pdf,"Acción: Título de valor que representa los derechos de una persona individual o jurídica, llamada socio, sobre una parte del capital de una sociedad por acciones.","Acción: título de valor. Representa los derechos de una persona individual o jurídica, llamada socio, sobre parte del capital de una sociedad por acciones.",3 Filtrado_Sugeily_DC.xlsx,15,16,,,,,,
26_LibroSIB.Sin copyright.pdf,"Activos extraordinarios: Conjunto de bienes y derechos con valor monetario que pasan a ser adjudicados a una entidad bancaria, derivado de la ejecución de garantías en cancelación total o parcial de los créditos a su favor.","Activos extraordinarios: Conjunto de bienes y derechos con valor monetario. Son adjudicados a una entidad bancaria, derivado de ejecutar garantías en cancelación total o parcial de los créditos a su favor.",3 Filtrado_Sugeily_DC.xlsx,18,15,,,,,,
30_LibroSIB.Sin copyright.pdf,"Agentes bancarios: Personas individuales o jurídicas que ejercen actividades comerciales, con las que un banco suscribe un contrato para que, por cuenta de este, puedan realizar algunas operaciones y prestar determinados servicios.",Agentes bancarios: Personas individuales o jurídicas que ejercen actividades comerciales. Un banco suscribe un contrato con ellas para puedan realizar algunas operaciones y prestar determinados servicios.,3 Filtrado_Sugeily_DC.xlsx,18,15,16,,,,,
32_LibroSIB.Sin copyright.pdf,Agente de seguros: Persona individual que intermedia entre la compañía de seguros y el cliente; es quien vende los seguros y orienta lo que se elige.,Agente de seguros: persona individual que intermedia entre la compañía de seguros y el cliente. Es quien vende los seguros y orienta lo que se elige.,3 Filtrado_Sugeily_DC.xlsx,18,15,21,,,,,
33_LibroSIB.Sin copyright.pdf,Los agentes pueden ser dependientes e independientes; estos últimos pueden trabajar para varias aseguradoras y deben actuar por medio de una Agencia de Seguros.,Los agentes pueden ser dependientes e independientes. Estos últimos pueden trabajar para varias aseguradoras y deben actuar mediante una Agencia de Seguros.,3 Filtrado_Sugeily_DC.xlsx,15,21,,,,,,
50_LibroSIB.Sin copyright.pdf,"Adicionalmente, con el FOPA se garantiza la devolución de los ahorros hasta por  Q20,000.00, o su equivalente en moneda extranjera.","Adicionalmente, con el Fondo para la Protección del Ahorro se garantiza la devolución de los ahorros hasta por veinte mil quetzales. O bien su equivalente en moneda extranjera.",3 Filtrado_Sugeily_DC.xlsx,15,13,14,,,,,
65_LibroSIB.Sin copyright.pdf,"Formas de acceder a los servicios tales como: agencias, banca en línea y otros.","Formas de acceder a los servicios como: agencias, banca en línea y otros.",3 Filtrado_Sugeily_DC.xlsx,9,,,,,,,
72_LibroSIB.Sin copyright.pdf,"Análisis de la capacidad de pago de los deudores: Evaluación de la información económica financiera de los deudores con el propósito de establecer la capacidad que tienen de generar flujos de fondos suficientes, derivado de sus actividades habituales, para atender oportunamente el pago de sus obligaciones.",Análisis de la capacidad de pago de los deudores: evaluación de la información económica financiera de los deudores. Pretende establecer la capacidad del deudor para generar flujos de fondos suficientes desde sus actividades habituales. Asi determinan si puede atender oportunamente el pago de sus obligaciones.,3 Filtrado_Sugeily_DC.xlsx,18,15,,,,,,
78_LibroSIB.Sin copyright.pdf,"El arrendamiento es muy útil para disponer de distintos bienes, sobre todo si no queremos -o no podemos- comprarlos.",El arrendamiento es muy útil para disponer de distintos bienes. Sobre todo si no queremos o no podemos comprarlos.,3 Filtrado_Sugeily_DC.xlsx,21,15,,,,,,
81_LibroSIB.Sin copyright.pdf,"En estos casos, la arrendadora es una empresa a la cual se contrata para que adquiera los equipos.","En estos casos, la arrendadora es una empresa que se contrata para que adquiera los equipos.",3 Filtrado_Sugeily_DC.xlsx,9,,,,,,,
86_LibroSIB.Sin copyright.pdf,"Financiero o leasing: comprar, a un precio inferior al mercado, el bien que rentó; participar en los beneficios que se obtengan por vender el bien a un tercero, o renovar el contrato.","Financiero o leasing: comprar el bien que rentó a un precio inferior al mercado. Participar en los beneficios que se obtengan por vender el bien a un tercero, o renovar el contrato.",3 Filtrado_Sugeily_DC.xlsx,19,15,,,,,,
90_LibroSIB.Sin copyright.pdf,Aseguradora: Institución que cubre a cambio del pago de una prima los riesgos a los que puede estar sujeto un bien  una persona  institución o empresa.,"Aseguradora: institución que cubre los riesgos a los que puede estar sujeto un bien, una persona , institución o empresa. Esto se da a cambio del pago de una prima.",3 Filtrado_Sugeily_DC.xlsx,15,19,,,,,,
93_LibroSIB.Sin copyright.pdf,Asociación Bancaria de Guatemala (ABG): Institución que integra a las entidades bancarias y sociedades financieras privadas de Guatemala.,Asociación Bancaria de Guatemala: Institución que integra a las entidades bancarias y sociedades financieras privadas de Guatemala.,3 Filtrado_Sugeily_DC.xlsx,13,18,,,,,,
96_LibroSIB.Sin copyright.pdf,Asoción de Almacenadoras Generales de Depósito de Guatemala (ASALGE): Entidad que agrupa a los almacenes generales de depósito de Guatemala.,Asoción de Almacenadoras Generales de Depósito de Guatemala: Entidad que agrupa a los almacenes generales de depósito de Guatemala.,3 Filtrado_Sugeily_DC.xlsx,18,13,,,,,,
104_LibroSIB.Sin copyright.pdf,"Avalúo: Estimación que, mediante un dictamen técnico, hace un especialista o perito sobre el valor comercial que tiene un objeto o inmueble en un momento específico.",Avalúo: Estimación que hace un especialista o perito sobre el valor comercial que tiene un objeto o inmueble en un momento específico. Lo hace mediante un dictamen técnico.,3 Filtrado_Sugeily_DC.xlsx,18,15,,,,,,
105_LibroSIB.Sin copyright.pdf,"Banca electrónica (E-BANKING): Prestación de productos y servicios financieros,  incluyendo pagos,  a través de canales electrónicos.",Banca electrónica: prestación de productos y servicios financieros mediante de canales electrónicos. Incluye pagos.,3 Filtrado_Sugeily_DC.xlsx,18,13,12,,,,,
106_LibroSIB.Sin copyright.pdf,"Bancarizar: Proceso por medio del cual la banca se acerca a la población, aumentando el número de agencias y de servicios bancarios para atender a un mayor número de personas.",Bancarizar: proceso para que la banca se acerque a la población. Aumenta el número de agencias y de servicios bancarios para atender más personas.,3 Filtrado_Sugeily_DC.xlsx,18,15,12,9,,,,
113_LibroSIB.Sin copyright.pdf,Bancos: Instituciones financieras que cumplen la función social de intermediación entre quienes tienen la capacidad de ahorro con dinero (captar) y quienes lo necesitan (prestar).,Bancos: instituciones financieras. Cumplen la función social de intermediación entre quienes tienen la capacidad de ahorro con dinero (captar) y quienes lo necesitan (prestar).,3 Filtrado_Sugeily_DC.xlsx,15,16,99,,,,,
116_LibroSIB.Sin copyright.pdf,"Los bancos también ofrecen el servicio de banca electrónica, el cual consiste en un sistema que permite a los usuarios realizar, desde cualquier computadora conectada a Internet, operaciones bancarias como transferencias de fondos, pago de facturas y solicitud de préstamos.","Los bancos también ofrecen el servicio de banca electrónica. Este consiste en un sistema para realizar operaciones bancarias como transferencias de fondos, pago de facturas y solicitud de préstamos. Eso sí, mientras se haga desde cualquier computadora conectada a Internet.",3 Filtrado_Sugeily_DC.xlsx,15,9,,,,,,
121_LibroSIB.Sin copyright.pdf,"Ten presente que la banca ofrece más seguridad para tus ahorros que las opciones informales, pues cuenta con la protección del FOPA.",Ten presente que la banca ofrece más seguridad para tus ahorros que las opciones informales. Esto es debido a que cuenta con la protección del Fondo para la Protección del Ahorro.,3 Filtrado_Sugeily_DC.xlsx,13,15,,,,,,
127_LibroSIB.Sin copyright.pdf,"Es de gran importancia este concepto en los seguros de vida porque, al morir el asegurado, el beneficiario registrado en la póliza adquirirá un derecho propio sobre la suma asegurada; este lo podrá exigir directamente del asegurador tomando en cuenta que no tendrán derecho alguno ni los herederos ni los acreedores del asegurado.","Es de gran importancia este concepto en los seguros de vida. Al morir el asegurado, el beneficiario registrado en la póliza adquiere un derecho propio sobre la suma asegurada. Este lo podrá exigir directamente del asegurador, pero no tendrán derecho alguno ni los herederos ni los acreedores del asegurado.",3 Filtrado_Sugeily_DC.xlsx,15,12,,,,,,
128_LibroSIB.Sin copyright.pdf,"El pago efectuado por el asegurador a los beneficiarios registrados en la póliza, extingue todas las obligaciones contractuales derivadas de la misma.",El pago efectuado del asegurador a los beneficiarios registrados en la póliza extingue todas las obligaciones contractuales derivadas de esta.,3 Filtrado_Sugeily_DC.xlsx,15,18,,,,,,
132_LibroSIB.Sin copyright.pdf,Hay que indicar los nombres de las personas a quienes se otorga el derecho y el porcentaje que le corresponderá a cada una.,"Hay que indicar los nombres de las personas a quienes se otorga el derecho. Asimismo, el porcentaje que le corresponde a cada una.",3 Filtrado_Sugeily_DC.xlsx,15,18,,,,,,
133_LibroSIB.Sin copyright.pdf,"La principal diferencia entre los beneficiarios de un seguro y los herederos de un testamento, es que los primeros obtienen los recursos en cuanto presentan a la aseguradora el acta de defunción y la documentación que requiera; en tanto que los segundos deben esperar a que se realice el trámite sucesorio y se les adjudiquen los recursos heredados.",Existe una diferencia entre los beneficiarios de un seguro y los herederos de un testamento. Los primeros obtienen los recursos con presentar a la aseguradora el acta de defunción y otros documentos. Los segundos deben esperar a que se realice el trámite sucesorio y se les adjudiquen los recursos heredados.,3 Filtrado_Sugeily_DC.xlsx,15,21,,,,,,
139_LibroSIB.Sin copyright.pdf,"Cuando el asegurado nombra en primer lugar a un acreedor (para garantizar un pago) y en segundo a alguien de su elección, en caso de fallecimiento, la aseguradora pagará primero al acreedor el monto de la deuda en ese momento y la diferencia al segundo beneficiario.","Si fallece el asegurado, la aseguradora paga al primer acreedor el monto de la deuda en ese momento. Al segundo beneficiario nombrado le da la diferencia.",3 Filtrado_Sugeily_DC.xlsx,15,16,,,,,,
140_LibroSIB.Sin copyright.pdf,"Si no hay beneficiaros designados al momento de fallecer el asegurado, la aseguradora pagará el importe del seguro con base en el orden legal de sucesión familiar.","Si el asegurado fallece sin beneficiarios, la aseguradora paga el importe del seguro según el orden legal de sucesión familiar.",3 Filtrado_Sugeily_DC.xlsx,15,5,,,,,,
141_LibroSIB.Sin copyright.pdf,"Si el asegurado desea cambiar a los beneficiarios, debe notificarlo por escrito a la aseguradora; esta debe registrarlo en la póliza y entregar un Endoso de Cambio de Beneficiarios.","Si el asegurado desea cambiar a los beneficiarios, debe notificarlo por escrito a la aseguradora. Esta debe registrarlo en la póliza y entregar un Endoso de Cambio de Beneficiarios.",3 Filtrado_Sugeily_DC.xlsx,15,21,,,,,,
142_LibroSIB.Sin copyright.pdf,"Si la aseguradora no recibe la notificación de cambio de beneficiarios oportunamente, pagará el seguro al último beneficiario que tenga registrado.","Si la aseguradora no es notificada oportunamente del cambio de beneficiarios, pagará el seguro al último beneficiario que tenga registrado.",3 Filtrado_Sugeily_DC.xlsx,15,18,,,,,,
143_LibroSIB.Sin copyright.pdf,"Si consideras ser beneficiario de algún seguro —o no cuentas con la póliza—, solicita a la Superintendencia de Bancos que te informe si en las aseguradoras apareces como beneficiario de un seguro.","Si consideras ser beneficiario de algún seguro, solicita información a la Superintendencia de Bancos. Ahí te dicen si en las aseguradoras apareces como beneficiario de un seguro.",3 Filtrado_Sugeily_DC.xlsx,15,16,,,,,,
144_LibroSIB.Sin copyright.pdf,"Para el efecto debes adjuntar a la solicitud, fotocopia del DPI y el de la persona fallecida, así como el certificado de defunción correspondiente.","Debes adjuntar a la solicitud una fotocopia del Documento Personal de Identificación y el de la persona fallecida. Además, el certificado de defunción correspondiente.",3 Filtrado_Sugeily_DC.xlsx,13,15,,,,,,
149_LibroSIB.Sin copyright.pdf,"Al fallecer alguno de tus beneficiarios, no aplaces el nombramiento de su sucesor.","Si fallece algún beneficiario, no aplaces el nombramiento de su sucesor.",3 Filtrado_Sugeily_DC.xlsx,18,5,,,,,,
155_LibroSIB.Sin copyright.pdf,"Bienes muebles: Conjunto de bienes que se caracterizan por su movilidad, es decir por la posibilidad de traslado de un lugar a otro.",Bienes muebles: bienes que se caracterizan por la posibilidad de traslado de un lugar a otro.,3 Filtrado_Sugeily_DC.xlsx,18,15,,,,,,
158_LibroSIB.Sin copyright.pdf,Bolsa de valores: Empresa privada que facilita a los agentes de bolsa la compra y venta de valores y otros instrumentos financieros.,Bolsa de valores: empresa privada. Facilita a los agentes de bolsa la compra y venta de valores y otros instrumentos financieros.,3 Filtrado_Sugeily_DC.xlsx,15,18,,,,,,
161_LibroSIB.Sin copyright.pdf,Bono 14: Beneficio económico anual que todo patrono debe pagar a los trabajadores.,Bono catorce: Beneficio económico anual que todo patrono debe pagar a los trabajadores.,3 Filtrado_Sugeily_DC.xlsx,14,18,,,,,,
164_LibroSIB.Sin copyright.pdf,"Bonos de prenda: Títulos de crédito que representan el contrato de préstamo celebrado entre el dueño de las mercaderías o productos y el prestamista, con la consiguiente garantía de los artículos depositados.","Bonos de prenda: títulos de crédito. Representan el contrato de préstamo entre el dueño de los productos y el prestamista, con la garantía de los artículos depositados.",3 Filtrado_Sugeily_DC.xlsx,15,18,,,,,,
166_LibroSIB.Sin copyright.pdf,"Cajeros automáticos: Los cajeros automáticos o “ATM”, por sus siglas en inglés (Automatic Teller Machine), son máquinas en las que se pueden realizar diversas operaciones financieras, ahorrándonos con ello el tener que acudir al banco.",Cajeros Automáticos: son máquinas en las que se pueden realizar diversas operaciones financieras. Se evita el tener que acudir al banco.,3 Filtrado_Sugeily_DC.xlsx,15,13,12,5,,,,
167_LibroSIB.Sin copyright.pdf,"Se trata de uno de los inventos con mayor impacto en el siglo XX, tanto por la comodidad como por su eficiencia.","Se trata de uno de los inventos con mayor impacto en el siglo veite, por su comodidad y eficiencia.",3 Filtrado_Sugeily_DC.xlsx,14,15,5,8,,,,
170_LibroSIB.Sin copyright.pdf,"Generalmente se encuentran instalados junto o dentro de los bancos; o bien en supermercados, centros comerciales, gasolineras y otros puntos estratégicos.","Generalmente, se encuentran instalados junto o dentro de los bancos. Pero también en supermercados, centros comerciales, gasolineras y otros puntos estratégicos.",3 Filtrado_Sugeily_DC.xlsx,15,21,,,,,,
